"Ubs,V","Ibs,A","Isun,A","Ipt1,A","Ipt2,A","Ipt3,A","Ipt4,A","Ipt5,A","Ipt6,A","Ipt7,A","Ipt10,A","Ipt11,A","Ipt12,A","Ipt13,A","Ipt14,A","Ipt15,A","Ipt16,A","Ipt17,A","TR1,C","TR2,C","TR3,C","TR4,C","TR5,C","TR6,C","TR7,C","TR8,C","TR9,C","TR10,C","TR11,C","TR12,C","TR13,C","TR14,C","TR15,C","TR16,C","TDS1,C","TDS2,C","TDS3,C","TDS4,C","TDS5,C","TDS6,C","TDS7,C","TDS8,C","TDS9,C","TKpt,C","TGbv,C","TNap,C","TPrd2,C","TPrd1,C","TDS24,C"
12.79,0.21,1.04,0.2,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.0,22.0,14.0,10.0,-113.0,14.0,-104.0,15.0,13.0,13.0,19.0,-119.0,18.0,20.0,18.0,21.0,18.0,18.0,17.0,18.0,18.0,18.0,-87.0,-87.0,19.0,26.0,19.0,19.0,-87.0,20.0,21.0
12.79,0.21,1.04,0.07,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.0,22.0,14.0,14.0,-113.0,14.0,15.0,15.0,13.0,13.0,19.0,-119.0,18.0,20.0,18.0,21.0,18.0,18.0,17.0,18.0,18.0,18.0,-87.0,-87.0,19.0,26.0,19.0,19.0,-87.0,20.0,21.0
12.79,0.21,1.04,0.07,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.0,22.0,14.0,14.0,-113.0,14.0,15.0,17.0,13.0,13.0,19.0,19.0,18.0,20.0,20.0,21.0,18.0,18.0,18.0,18.0,18.0,18.0,-87.0,-87.0,19.0,26.0,19.0,19.0,-87.0,20.0,21.0
14.83,0.21,0.4,0.07,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.0,22.0,14.0,14.0,-113.0,14.0,15.0,17.0,13.0,13.0,19.0,19.0,18.0,20.0,20.0,21.0,18.0,18.0,18.0,18.0,18.0,18.0,20.0,-87.0,19.0,26.0,19.0,19.0,21.0,20.0,21.0
14.83,0.21,0.93,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.0,22.0,16.0,14.0,-113.0,14.0,15.0,17.0,13.0,13.0,12.0,19.0,18.0,20.0,18.0,21.0,18.0,18.0,18.0,18.0,18.0,18.0,20.0,-87.0,20.0,26.0,19.0,19.0,21.0,20.0,21.0
14.83,0.21,0.8,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,16.0,14.0,13.0,15.0,15.0,17.0,16.0,13.0,12.0,19.0,18.0,22.0,20.0,21.0,18.0,18.0,18.0,18.0,18.0,18.0,20.0,20.0,20.0,26.0,20.0,19.0,21.0,21.0,21.0
14.83,0.21,0.8,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,24.0,16.0,14.0,13.0,15.0,17.0,17.0,16.0,13.0,14.0,19.0,18.0,22.0,18.0,21.0,18.0,19.0,18.0,18.0,19.0,19.0,20.0,20.0,20.0,26.0,20.0,19.0,21.0,21.0,21.0
14.83,0.21,0.8,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.0,24.0,16.0,14.0,13.0,15.0,-101.0,17.0,16.0,13.0,-129.0,19.0,18.0,22.0,18.0,21.0,18.0,19.0,18.0,18.0,19.0,19.0,20.0,20.0,20.0,26.0,20.0,19.0,21.0,21.0,21.0
14.83,0.21,0.8,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.0,24.0,16.0,14.0,13.0,15.0,-101.0,17.0,16.0,13.0,-129.0,19.0,18.0,22.0,18.0,-110.0,18.0,19.0,18.0,18.0,19.0,19.0,20.0,20.0,20.0,26.0,20.0,19.0,-85.0,21.0,21.0
14.83,0.21,0.8,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.0,24.0,16.0,14.0,13.0,15.0,-101.0,17.0,16.0,13.0,-129.0,19.0,18.0,22.0,18.0,-110.0,18.0,19.0,18.0,18.0,19.0,19.0,20.0,20.0,20.0,26.0,20.0,19.0,-85.0,-85.0,21.0
14.83,0.21,0.61,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.0,24.0,16.0,14.0,13.0,15.0,-101.0,17.0,16.0,13.0,8.0,19.0,18.0,22.0,18.0,-110.0,18.0,19.0,18.0,18.0,19.0,19.0,20.0,20.0,20.0,26.0,20.0,19.0,-85.0,-85.0,21.0
14.83,0.21,0.61,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.0,24.0,16.0,14.0,13.0,15.0,-101.0,17.0,16.0,13.0,8.0,19.0,18.0,22.0,18.0,-110.0,18.0,19.0,18.0,18.0,19.0,19.0,20.0,20.0,20.0,26.0,20.0,19.0,-85.0,-85.0,21.0
14.83,0.24,0.61,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.0,24.0,16.0,14.0,13.0,15.0,-101.0,17.0,17.0,16.0,8.0,19.0,18.0,22.0,18.0,-110.0,18.0,19.0,18.0,18.0,19.0,19.0,20.0,20.0,20.0,26.0,20.0,19.0,-85.0,-85.0,21.0
14.83,0.24,0.61,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,-108.0,24.0,16.0,14.0,13.0,15.0,-101.0,17.0,17.0,16.0,8.0,19.0,18.0,22.0,18.0,-110.0,18.0,19.0,18.0,18.0,19.0,19.0,20.0,20.0,20.0,26.0,20.0,19.0,-85.0,-85.0,21.0
14.83,0.24,0.61,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1.58,2.67,0.0,0.0,0.0,0.0,0.0,-108.0,24.0,16.0,14.0,13.0,15.0,-101.0,17.0,17.0,16.0,8.0,19.0,18.0,22.0,18.0,-110.0,18.0,19.0,18.0,18.0,19.0,19.0,20.0,20.0,20.0,26.0,20.0,19.0,-85.0,-85.0,21.0
14.83,0.24,0.61,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.71,2.67,0.0,0.0,0.0,0.0,0.0,-108.0,24.0,16.0,14.0,13.0,15.0,-101.0,17.0,17.0,16.0,8.0,19.0,18.0,22.0,18.0,-110.0,18.0,19.0,18.0,18.0,19.0,19.0,20.0,20.0,20.0,26.0,20.0,19.0,-85.0,-85.0,21.0
14.83,0.24,0.61,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.71,2.67,0.0,0.0,0.0,0.0,0.0,-108.0,24.0,16.0,14.0,13.0,15.0,-101.0,17.0,17.0,16.0,8.0,19.0,18.0,22.0,18.0,-110.0,18.0,19.0,18.0,18.0,19.0,19.0,20.0,20.0,20.0,26.0,20.0,19.0,-85.0,-85.0,21.0
14.83,0.24,0.61,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.71,2.67,0.0,0.0,0.0,0.0,0.0,-108.0,24.0,16.0,14.0,13.0,15.0,-101.0,17.0,17.0,16.0,8.0,19.0,18.0,22.0,18.0,-110.0,18.0,19.0,18.0,18.0,19.0,19.0,20.0,20.0,20.0,26.0,20.0,19.0,-85.0,-85.0,21.0
14.83,0.24,0.61,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.71,2.67,0.0,0.0,0.0,0.0,0.0,-108.0,24.0,16.0,14.0,13.0,15.0,-101.0,17.0,17.0,16.0,8.0,19.0,18.0,22.0,18.0,-110.0,18.0,19.0,18.0,18.0,19.0,19.0,20.0,20.0,20.0,26.0,20.0,19.0,-85.0,-85.0,21.0
14.83,0.24,0.61,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.71,2.67,0.0,0.0,0.0,0.0,0.0,-108.0,24.0,16.0,14.0,13.0,15.0,-101.0,17.0,17.0,16.0,8.0,19.0,18.0,22.0,18.0,-110.0,18.0,19.0,18.0,18.0,19.0,19.0,20.0,20.0,20.0,26.0,20.0,19.0,-85.0,-85.0,21.0
14.56,0.24,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,16.0,14.0,13.0,15.0,14.0,14.0,14.0,16.0,8.0,14.0,18.0,22.0,18.0,11.0,18.0,19.0,18.0,18.0,19.0,19.0,20.0,20.0,20.0,26.0,20.0,19.0,-85.0,21.0,22.0
14.56,0.21,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,16.0,15.0,13.0,15.0,12.0,14.0,13.0,12.0,-12.0,14.0,13.0,16.0,18.0,10.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,26.0,20.0,20.0,21.0,21.0,22.0
14.5,0.27,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,16.0,15.0,13.0,14.0,12.0,14.0,13.0,11.0,-15.0,14.0,12.0,16.0,13.0,10.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,26.0,20.0,20.0,21.0,21.0,22.0
14.5,0.21,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,16.0,14.0,12.0,14.0,11.0,12.0,13.0,11.0,-17.0,14.0,12.0,16.0,13.0,10.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,26.0,20.0,20.0,21.0,21.0,22.0
14.5,0.21,0.0,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,14.0,14.0,12.0,14.0,11.0,12.0,12.0,11.0,-20.0,14.0,10.0,14.0,12.0,8.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,26.0,20.0,20.0,21.0,21.0,22.0
14.5,0.21,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,14.0,14.0,12.0,14.0,10.0,11.0,10.0,9.0,-21.0,12.0,10.0,14.0,12.0,8.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,27.0,20.0,20.0,21.0,21.0,22.0
14.5,0.21,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,14.0,14.0,12.0,14.0,10.0,11.0,10.0,9.0,-21.0,12.0,10.0,14.0,12.0,6.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,27.0,20.0,20.0,21.0,21.0,22.0
14.5,0.21,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,14.0,14.0,12.0,14.0,10.0,11.0,10.0,9.0,-21.0,12.0,10.0,14.0,12.0,6.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,27.0,20.0,20.0,21.0,21.0,22.0
14.5,0.21,0.0,0.2,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,14.0,14.0,12.0,14.0,10.0,11.0,10.0,9.0,-21.0,12.0,10.0,14.0,12.0,6.0,19.0,19.0,19.0,19.0,19.0,19.0,-87.0,20.0,20.0,27.0,20.0,20.0,21.0,21.0,22.0
14.5,0.21,0.0,0.2,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,14.0,14.0,12.0,14.0,10.0,11.0,10.0,9.0,-21.0,12.0,10.0,14.0,12.0,6.0,19.0,19.0,19.0,19.0,19.0,19.0,-87.0,20.0,20.0,27.0,20.0,20.0,21.0,21.0,22.0
14.5,0.21,0.0,0.2,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,14.0,14.0,12.0,14.0,10.0,11.0,10.0,9.0,-21.0,12.0,10.0,14.0,12.0,6.0,19.0,19.0,19.0,19.0,19.0,19.0,-87.0,20.0,20.0,27.0,20.0,20.0,21.0,21.0,22.0
14.37,0.21,0.0,0.2,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,12.0,14.0,12.0,14.0,10.0,11.0,10.0,9.0,-21.0,12.0,10.0,14.0,12.0,6.0,19.0,19.0,19.0,19.0,19.0,19.0,-87.0,20.0,20.0,27.0,20.0,20.0,21.0,21.0,22.0
14.37,0.27,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,12.0,10.0,9.0,14.0,7.0,7.0,10.0,9.0,-21.0,12.0,10.0,9.0,9.0,5.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,19.0,27.0,20.0,20.0,21.0,21.0,22.0
14.37,0.27,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,12.0,10.0,9.0,11.0,5.0,7.0,7.0,5.0,-21.0,12.0,10.0,9.0,9.0,3.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,20.0,19.0,27.0,20.0,20.0,21.0,21.0,22.0
14.37,0.27,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,12.0,10.0,9.0,11.0,5.0,7.0,7.0,5.0,-33.0,12.0,7.0,8.0,7.0,3.0,18.0,18.0,18.0,19.0,19.0,18.0,19.0,20.0,19.0,27.0,20.0,20.0,21.0,21.0,23.0
14.37,0.27,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-188.0,24.0,104.0,104.0,9.0,11.0,5.0,7.0,7.0,9.0,-33.0,12.0,7.0,8.0,7.0,3.0,18.0,18.0,18.0,19.0,19.0,18.0,19.0,20.0,19.0,27.0,20.0,20.0,21.0,21.0,23.0
14.37,0.27,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-188.0,24.0,104.0,104.0,9.0,11.0,5.0,7.0,7.0,9.0,-33.0,12.0,7.0,8.0,7.0,3.0,18.0,18.0,18.0,19.0,19.0,18.0,19.0,20.0,19.0,27.0,20.0,20.0,21.0,21.0,23.0
14.37,0.27,0.0,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-188.0,24.0,104.0,104.0,9.0,11.0,5.0,7.0,7.0,9.0,-33.0,12.0,7.0,8.0,7.0,3.0,18.0,18.0,18.0,19.0,19.0,18.0,19.0,20.0,19.0,27.0,20.0,20.0,21.0,21.0,23.0
14.24,0.24,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,9.0,8.0,7.0,10.0,4.0,5.0,4.0,3.0,-34.0,9.0,4.0,8.0,5.0,2.0,18.0,18.0,18.0,18.0,19.0,18.0,19.0,19.0,19.0,27.0,20.0,20.0,20.0,21.0,23.0
14.3,0.24,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,9.0,7.0,7.0,10.0,2.0,5.0,4.0,3.0,-34.0,8.0,4.0,6.0,5.0,0.0,18.0,18.0,18.0,18.0,19.0,18.0,18.0,19.0,19.0,27.0,20.0,20.0,20.0,20.0,23.0
14.3,0.21,0.0,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,9.0,7.0,7.0,8.0,2.0,4.0,4.0,2.0,-36.0,8.0,2.0,6.0,4.0,0.0,18.0,18.0,18.0,18.0,19.0,18.0,18.0,18.0,18.0,27.0,20.0,20.0,20.0,20.0,23.0
14.3,0.21,0.0,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,-122.0,-122.0,7.0,8.0,2.0,4.0,4.0,2.0,-36.0,8.0,-147.0,6.0,4.0,0.0,18.0,18.0,18.0,18.0,19.0,18.0,18.0,18.0,18.0,27.0,20.0,20.0,20.0,20.0,22.0
14.3,0.21,0.0,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,-122.0,-122.0,7.0,8.0,2.0,4.0,4.0,2.0,-36.0,8.0,-147.0,6.0,4.0,0.0,18.0,18.0,18.0,18.0,19.0,18.0,18.0,18.0,18.0,27.0,20.0,20.0,-87.0,20.0,22.0
14.24,0.24,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,7.0,5.0,6.0,8.0,2.0,4.0,4.0,0.0,-37.0,8.0,-147.0,6.0,4.0,0.0,18.0,18.0,18.0,18.0,19.0,18.0,18.0,18.0,18.0,27.0,20.0,20.0,-87.0,20.0,22.0
14.24,0.27,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,6.0,5.0,6.0,7.0,1.0,2.0,3.0,0.0,-37.0,6.0,2.0,3.0,2.0,-2.0,17.0,18.0,18.0,18.0,18.0,17.0,17.0,18.0,18.0,27.0,20.0,20.0,20.0,20.0,22.0
14.17,0.24,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,6.0,5.0,6.0,7.0,1.0,2.0,1.0,0.0,-37.0,6.0,1.0,4.0,2.0,-2.0,17.0,17.0,18.0,18.0,18.0,17.0,17.0,18.0,18.0,27.0,20.0,20.0,20.0,20.0,22.0
14.17,0.24,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,6.0,5.0,4.0,7.0,-1.0,1.0,1.0,-1.0,-37.0,6.0,1.0,3.0,2.0,-2.0,17.0,17.0,18.0,18.0,18.0,17.0,17.0,18.0,18.0,27.0,20.0,20.0,20.0,20.0,22.0
14.17,0.21,0.0,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,6.0,4.0,4.0,5.0,-1.0,1.0,1.0,-1.0,-37.0,6.0,1.0,3.0,2.0,-3.0,17.0,17.0,17.0,18.0,18.0,17.0,17.0,18.0,17.0,27.0,20.0,20.0,19.0,20.0,22.0
14.17,0.24,0.0,0.07,0.09,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,4.0,4.0,4.0,5.0,-1.0,1.0,1.0,-1.0,-37.0,6.0,-1.0,3.0,2.0,-3.0,17.0,17.0,17.0,18.0,18.0,17.0,17.0,18.0,17.0,27.0,20.0,20.0,19.0,20.0,22.0
14.17,0.24,0.0,0.07,0.09,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,4.0,4.0,4.0,5.0,-1.0,1.0,1.0,-1.0,-37.0,6.0,-1.0,3.0,2.0,-3.0,17.0,17.0,17.0,18.0,18.0,17.0,17.0,18.0,17.0,27.0,20.0,20.0,19.0,20.0,22.0
14.17,0.24,0.0,0.07,0.09,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,4.0,4.0,4.0,5.0,-1.0,1.0,1.0,-1.0,-37.0,6.0,-1.0,3.0,2.0,-3.0,17.0,17.0,17.0,18.0,18.0,17.0,17.0,18.0,17.0,27.0,20.0,20.0,19.0,20.0,22.0
14.17,0.21,0.0,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,4.0,2.0,4.0,5.0,-2.0,1.0,0.0,-1.0,-39.0,6.0,-1.0,3.0,2.0,-3.0,17.0,17.0,17.0,18.0,18.0,17.0,16.0,18.0,17.0,26.0,20.0,20.0,19.0,19.0,22.0
14.17,0.21,0.91,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,4.0,2.0,3.0,5.0,-2.0,-1.0,-2.0,-3.0,-39.0,6.0,2.0,1.0,2.0,-3.0,17.0,17.0,17.0,18.0,18.0,17.0,16.0,18.0,17.0,26.0,19.0,19.0,19.0,19.0,22.0
14.43,0.24,0.91,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,4.0,2.0,3.0,4.0,-1.0,-1.0,-2.0,-3.0,-29.0,6.0,2.0,3.0,2.0,2.0,17.0,17.0,17.0,18.0,18.0,17.0,16.0,17.0,17.0,26.0,19.0,19.0,19.0,19.0,22.0
14.5,0.27,0.99,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,4.0,2.0,3.0,5.0,-1.0,1.0,0.0,-3.0,-26.0,6.0,2.0,4.0,2.0,2.0,17.0,17.0,17.0,17.0,18.0,16.0,16.0,17.0,16.0,26.0,19.0,19.0,18.0,19.0,22.0
14.5,0.21,1.44,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,3.0,2.0,3.0,5.0,1.0,1.0,1.0,-1.0,-23.0,8.0,4.0,4.0,2.0,3.0,17.0,17.0,17.0,17.0,18.0,16.0,16.0,16.0,16.0,26.0,19.0,19.0,18.0,19.0,22.0
14.5,0.21,0.8,0.42,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,35.0,3.0,2.0,-25.0,5.0,1.0,-28.0,1.0,-1.0,-23.0,8.0,-28.0,4.0,2.0,3.0,17.0,17.0,17.0,17.0,-60.0,-64.0,-64.0,-64.0,16.0,26.0,-51.0,-51.0,18.0,19.0,22.0
14.5,0.21,0.8,0.42,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,35.0,-19.0,2.0,-25.0,5.0,1.0,-28.0,1.0,-1.0,-23.0,8.0,-28.0,4.0,2.0,3.0,-60.0,17.0,17.0,17.0,-60.0,-64.0,-64.0,-64.0,16.0,26.0,-51.0,-51.0,18.0,-51.0,22.0
14.5,0.21,0.8,0.42,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,35.0,-19.0,2.0,-25.0,5.0,1.0,-28.0,1.0,-1.0,-23.0,8.0,-28.0,4.0,2.0,3.0,-60.0,17.0,17.0,17.0,-60.0,-64.0,-64.0,-64.0,16.0,26.0,-51.0,-51.0,18.0,-51.0,22.0
14.56,0.24,0.91,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,4.0,2.0,3.0,5.0,1.0,-28.0,3.0,-1.0,-23.0,8.0,4.0,6.0,2.0,3.0,-60.0,17.0,17.0,17.0,-60.0,16.0,16.0,-64.0,16.0,26.0,-51.0,-51.0,18.0,-51.0,22.0
14.63,0.24,1.12,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,4.0,2.0,4.0,5.0,2.0,4.0,3.0,2.0,-10.0,8.0,5.0,6.0,5.0,6.0,17.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,26.0,19.0,19.0,18.0,18.0,22.0
14.56,0.24,0.29,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,4.0,2.0,4.0,7.0,2.0,4.0,3.0,2.0,-9.0,8.0,5.0,8.0,5.0,6.0,17.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,26.0,19.0,19.0,18.0,18.0,22.0
14.56,0.27,0.69,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,-5.0,9.0,7.0,8.0,7.0,8.0,17.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,26.0,19.0,19.0,18.0,18.0,22.0
14.63,0.21,0.91,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,4.0,4.0,4.0,7.0,4.0,5.0,4.0,2.0,-1.0,9.0,7.0,8.0,7.0,6.0,17.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,26.0,19.0,19.0,18.0,18.0,22.0
14.63,0.21,0.8,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,4.0,4.0,4.0,7.0,4.0,5.0,4.0,3.0,1.0,9.0,7.0,9.0,7.0,10.0,17.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,26.0,18.0,18.0,18.0,18.0,22.0
14.63,0.21,0.8,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,6.0,4.0,4.0,7.0,4.0,7.0,6.0,3.0,1.0,9.0,7.0,9.0,9.0,10.0,17.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,26.0,18.0,18.0,18.0,18.0,22.0
14.63,0.21,0.8,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,6.0,4.0,4.0,7.0,4.0,7.0,6.0,3.0,1.0,9.0,7.0,9.0,9.0,10.0,17.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,26.0,18.0,18.0,18.0,18.0,22.0
14.63,0.21,0.99,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,6.0,4.0,4.0,7.0,4.0,7.0,6.0,3.0,1.0,9.0,7.0,9.0,9.0,10.0,17.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,26.0,18.0,18.0,18.0,18.0,22.0
